stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
2020-01-03,11:08:00,India,M,60,61,Asian,Other,DUI,TRUE,None,Warning,FALSE,30+ Min,TRUE,DL96BO5522
2020-01-03,11:09:00,Canada,F,28,26,White,Drunk Driving,Seatbelt,FALSE,Frisk,Ticket,TRUE,30+ Min,FALSE,DL85NS1474
2020-01-03,11:10:00,Canada,F,62,54,Asian,Seatbelt,Other,TRUE,None,Arrest,TRUE,30+ Min,FALSE,KA99WD7109
2020-01-03,11:11:00,USA,F,62,50,Black,Speeding,Seatbelt,FALSE,Vehicle Search,Warning,TRUE,30+ Min,TRUE,DL34OH5121
2020-01-03,11:12:00,Canada,F,29,49,White,Drunk Driving,DUI,FALSE,None,Arrest,TRUE,0-15 Min,TRUE,WB11XP8456
2020-01-03,11:13:00,India,F,68,71,Other,Other,Other,TRUE,Vehicle Search,Warning,TRUE,16-30 Min,FALSE,TN41AQ2997
2020-01-03,11:14:00,USA,F,63,48,Hispanic,Seatbelt,Seatbelt,TRUE,Frisk,Ticket,TRUE,16-30 Min,FALSE,MH68LU4155
2020-01-03,11:15:00,Canada,F,42,35,White,Speeding,Speeding,FALSE,Vehicle Search,Ticket,FALSE,30+ Min,FALSE,GJ43PZ9868
2020-01-03,11:16:00,Canada,F,59,34,White,Signal Violation,Other,TRUE,Frisk,Arrest,TRUE,30+ Min,TRUE,UP70KF7096
2020-01-03,11:17:00,India,M,32,28,Asian,Seatbelt,Speeding,FALSE,Vehicle Search,Arrest,TRUE,16-30 Min,TRUE,KA21VM6177
2020-01-03,11:18:00,USA,M,36,51,Black,Drunk Driving,Other,TRUE,Vehicle Search,Warning,TRUE,16-30 Min,TRUE,TN73EC5658
2020-01-03,11:19:00,Canada,M,37,38,Other,Signal Violation,Other,FALSE,Vehicle Search,Arrest,FALSE,0-15 Min,FALSE,RJ11QS3042
2020-01-03,11:20:00,USA,M,58,44,Other,Signal Violation,DUI,TRUE,Vehicle Search,Warning,FALSE,0-15 Min,TRUE,WB59BP5178
2020-01-03,11:21:00,Canada,M,60,54,Black,Signal Violation,Other,FALSE,Vehicle Search,Ticket,TRUE,0-15 Min,FALSE,TN52SP2418
2020-01-03,11:22:00,India,M,66,22,Asian,Speeding,Seatbelt,TRUE,Vehicle Search,Arrest,TRUE,30+ Min,FALSE,KA47OU8034
2020-01-03,11:23:00,India,M,80,46,Black,Speeding,Other,TRUE,Vehicle Search,Ticket,TRUE,16-30 Min,TRUE,UP69OY5275
2020-01-03,11:24:00,India,M,19,48,Hispanic,Seatbelt,Speeding,TRUE,None,Warning,TRUE,0-15 Min,TRUE,GJ40HO3533
2020-01-03,11:25:00,Canada,F,50,58,Asian,Seatbelt,Other,TRUE,Frisk,Warning,TRUE,30+ Min,FALSE,WB34XS1897
2020-01-03,11:26:00,Canada,F,31,42,Asian,Speeding,Speeding,FALSE,Vehicle Search,Arrest,TRUE,30+ Min,FALSE,MH27XL7693
2020-01-03,11:27:00,Canada,F,65,19,Hispanic,Drunk Driving,DUI,FALSE,Vehicle Search,Arrest,FALSE,30+ Min,TRUE,UP53IM2916
2020-01-03,11:28:00,USA,M,67,66,White,Speeding,Seatbelt,FALSE,Vehicle Search,Arrest,FALSE,16-30 Min,FALSE,RJ22VZ6819
2020-01-03,11:29:00,USA,F,71,65,Other,Seatbelt,DUI,TRUE,Frisk,Ticket,TRUE,0-15 Min,FALSE,TN59JI4182
2020-01-03,11:30:00,Canada,M,55,52,Hispanic,Speeding,Seatbelt,FALSE,Frisk,Ticket,FALSE,16-30 Min,TRUE,DL48OZ6975
2020-01-03,11:31:00,India,M,79,78,Asian,Signal Violation,Seatbelt,FALSE,Frisk,Arrest,TRUE,0-15 Min,FALSE,RJ50MI1632
2020-01-03,11:32:00,India,F,26,35,Asian,Drunk Driving,Other,TRUE,Vehicle Search,Arrest,TRUE,16-30 Min,TRUE,WB65HQ1626
2020-01-03,11:33:00,USA,M,20,74,Asian,Seatbelt,Signal,TRUE,Vehicle Search,Ticket,FALSE,0-15 Min,TRUE,DL29GX3851
2020-01-03,11:34:00,Canada,F,78,37,White,Drunk Driving,Seatbelt,FALSE,Vehicle Search,Arrest,FALSE,16-30 Min,TRUE,TN71OF7304
2020-01-03,11:35:00,Canada,F,31,43,White,Seatbelt,Signal,TRUE,None,Warning,FALSE,16-30 Min,TRUE,DL75AK3444
2020-01-03,11:36:00,India,F,46,59,Other,Other,Signal,TRUE,Frisk,Ticket,TRUE,30+ Min,TRUE,MH89BT9633
2020-01-03,11:37:00,USA,F,50,50,Asian,Drunk Driving,Other,TRUE,Frisk,Arrest,FALSE,30+ Min,TRUE,TN26RC3982
2020-01-03,11:38:00,India,M,53,60,Asian,Seatbelt,Signal,TRUE,None,Arrest,TRUE,0-15 Min,TRUE,WB37CT7392
2020-01-03,11:39:00,Canada,F,65,58,Hispanic,Speeding,Other,TRUE,Frisk,Arrest,TRUE,0-15 Min,TRUE,MH60ZW7926
2020-01-03,11:40:00,India,M,34,29,Black,Other,Other,TRUE,Vehicle Search,Arrest,FALSE,0-15 Min,FALSE,DL64ED7014
2020-01-03,11:41:00,Canada,F,20,72,White,Speeding,DUI,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,FALSE,DL45LW2378
2020-01-03,11:42:00,Canada,F,67,44,Hispanic,Drunk Driving,Signal,FALSE,None,Ticket,TRUE,16-30 Min,TRUE,TN15KA5380
2020-01-03,11:43:00,India,F,31,75,Black,Other,DUI,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,TRUE,UP91RL5763
2020-01-03,11:44:00,India,M,64,40,Black,Seatbelt,DUI,FALSE,Vehicle Search,Warning,TRUE,30+ Min,TRUE,RJ67GT3423
2020-01-03,11:45:00,India,F,77,45,Black,Seatbelt,DUI,TRUE,None,Warning,TRUE,0-15 Min,FALSE,RJ61MJ6483
2020-01-03,11:46:00,India,M,57,63,Other,Drunk Driving,Other,TRUE,Frisk,Ticket,FALSE,16-30 Min,TRUE,RJ68AC1543
2020-01-03,11:47:00,India,F,60,63,Other,Drunk Driving,Speeding,FALSE,Frisk,Arrest,TRUE,16-30 Min,TRUE,GJ65IP9492
2020-01-03,11:48:00,Canada,M,77,72,Hispanic,Drunk Driving,Other,TRUE,Frisk,Warning,TRUE,0-15 Min,FALSE,GJ36TA9367
2020-01-03,11:49:00,Canada,F,39,31,Asian,Seatbelt,Other,TRUE,Vehicle Search,Ticket,TRUE,16-30 Min,TRUE,GJ96DF3550
2020-01-03,11:50:00,India,F,56,63,White,Seatbelt,DUI,FALSE,Frisk,Warning,FALSE,30+ Min,FALSE,DL85NN6258
2020-01-03,11:51:00,USA,F,51,69,Black,Seatbelt,DUI,TRUE,Frisk,Ticket,FALSE,30+ Min,TRUE,UP78YK3399
2020-01-03,11:52:00,Canada,F,31,80,Hispanic,Speeding,Speeding,TRUE,None,Warning,FALSE,30+ Min,FALSE,TN69PM5531
2020-01-03,11:53:00,India,M,35,22,Hispanic,Signal Violation,Seatbelt,FALSE,None,Ticket,TRUE,30+ Min,FALSE,DL65RA5379
2020-01-03,11:54:00,USA,F,70,45,Asian,Seatbelt,Seatbelt,FALSE,None,Warning,TRUE,30+ Min,TRUE,WB98KX3973
2020-01-03,11:55:00,India,M,41,23,Hispanic,Seatbelt,Speeding,TRUE,None,Ticket,TRUE,30+ Min,FALSE,UP38FT1483
2020-01-03,11:56:00,India,M,46,70,White,Seatbelt,Speeding,TRUE,None,Arrest,FALSE,30+ Min,FALSE,TN62TV1017
2020-01-03,11:57:00,USA,F,28,37,Hispanic,Other,Speeding,TRUE,None,Warning,FALSE,0-15 Min,TRUE,GJ90NA8257
2020-01-03,11:58:00,USA,M,80,79,White,Other,Speeding,FALSE,None,Ticket,FALSE,16-30 Min,FALSE,DL75TZ6646
2020-01-03,11:59:00,India,F,40,29,Asian,Other,Signal,FALSE,Frisk,Warning,TRUE,30+ Min,TRUE,GJ66OG3457
2020-01-03,12:00:00,India,M,43,65,Other,Drunk Driving,DUI,FALSE,None,Ticket,TRUE,16-30 Min,TRUE,DL27SO9344
2020-01-03,12:01:00,Canada,M,32,53,White,Signal Violation,Speeding,TRUE,Frisk,Arrest,TRUE,16-30 Min,TRUE,WB24QR4556
2020-01-03,12:02:00,Canada,F,69,21,Black,Seatbelt,Speeding,TRUE,Frisk,Ticket,FALSE,30+ Min,TRUE,TN38DT5595
2020-01-03,12:03:00,USA,F,21,58,White,Seatbelt,Signal,TRUE,Vehicle Search,Arrest,TRUE,30+ Min,TRUE,GJ66VZ5567
2020-01-03,12:04:00,Canada,F,36,50,Black,Other,DUI,FALSE,Vehicle Search,Warning,FALSE,0-15 Min,FALSE,GJ43RE8315
2020-01-03,12:05:00,Canada,F,69,42,Black,Speeding,DUI,TRUE,None,Arrest,FALSE,0-15 Min,FALSE,GJ34ZR2550
2020-01-03,12:06:00,USA,M,34,62,Other,Other,Seatbelt,FALSE,None,Warning,TRUE,16-30 Min,FALSE,TN28ON9414
2020-01-03,12:07:00,India,M,37,40,Other,Speeding,Speeding,TRUE,Vehicle Search,Arrest,TRUE,16-30 Min,TRUE,DL11QC4498
2020-01-03,12:08:00,USA,M,65,31,Other,Signal Violation,Seatbelt,FALSE,Frisk,Arrest,TRUE,16-30 Min,TRUE,KA76SR3451
2020-01-03,12:09:00,Canada,F,30,70,Black,Seatbelt,Speeding,FALSE,Frisk,Ticket,FALSE,16-30 Min,TRUE,DL84BC8518
2020-01-03,12:10:00,Canada,F,68,79,White,Speeding,Signal,TRUE,None,Ticket,TRUE,30+ Min,FALSE,RJ67SA9738
2020-01-03,12:11:00,USA,F,43,71,Other,Signal Violation,DUI,TRUE,Frisk,Arrest,FALSE,16-30 Min,FALSE,WB73VS7291
2020-01-03,12:12:00,India,M,69,72,Asian,Speeding,Speeding,TRUE,None,Arrest,FALSE,0-15 Min,TRUE,UP29MZ5695
2020-01-03,12:13:00,USA,M,70,28,White,Speeding,Speeding,TRUE,Vehicle Search,Ticket,TRUE,30+ Min,FALSE,GJ26WU7193
2020-01-03,12:14:00,India,M,23,73,White,Seatbelt,Seatbelt,TRUE,Frisk,Warning,TRUE,0-15 Min,FALSE,UP14XF9355
2020-01-03,12:15:00,USA,F,56,32,Hispanic,Other,Speeding,FALSE,Frisk,Ticket,TRUE,0-15 Min,FALSE,UP80XS1162
2020-01-03,12:16:00,India,M,23,57,Black,Seatbelt,Other,TRUE,None,Arrest,TRUE,30+ Min,TRUE,TN44VW8654
2020-01-03,12:17:00,Canada,F,43,32,White,Seatbelt,Other,TRUE,Vehicle Search,Ticket,TRUE,16-30 Min,TRUE,TN93GT7513
2020-01-03,12:18:00,Canada,M,63,65,Hispanic,Seatbelt,Other,FALSE,Vehicle Search,Warning,FALSE,16-30 Min,FALSE,RJ91MH9924
2020-01-03,12:19:00,Canada,M,21,68,Asian,Seatbelt,Other,TRUE,Frisk,Ticket,TRUE,30+ Min,TRUE,KA98PP5291
2020-01-03,12:20:00,Canada,M,68,38,Other,Seatbelt,Signal,FALSE,None,Ticket,FALSE,30+ Min,FALSE,UP65QF1242
2020-01-03,12:21:00,Canada,M,48,22,Hispanic,Speeding,DUI,FALSE,Frisk,Arrest,FALSE,30+ Min,TRUE,KA50TS7398
2020-01-03,12:22:00,Canada,M,28,20,Asian,Speeding,Speeding,TRUE,None,Ticket,TRUE,0-15 Min,TRUE,RJ73XB4523
2020-01-03,12:23:00,USA,M,38,31,Other,Other,Seatbelt,FALSE,None,Warning,FALSE,0-15 Min,TRUE,DL87NM4138
2020-01-03,12:24:00,India,M,63,38,White,Seatbelt,Seatbelt,FALSE,Vehicle Search,Ticket,TRUE,16-30 Min,TRUE,DL36XP7094
2020-01-03,12:25:00,USA,M,51,40,Asian,Signal Violation,Seatbelt,FALSE,None,Arrest,FALSE,30+ Min,TRUE,WB69TD1093
2020-01-03,12:26:00,Canada,F,67,60,Black,Speeding,Seatbelt,TRUE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,KA32VY6113
2020-01-03,12:27:00,USA,M,37,74,Black,Signal Violation,Speeding,FALSE,Frisk,Ticket,FALSE,30+ Min,TRUE,RJ47CF4211
2020-01-03,12:28:00,USA,M,26,18,Asian,Drunk Driving,Other,TRUE,Frisk,Arrest,TRUE,30+ Min,TRUE,RJ38KS8110
2020-01-03,12:29:00,Canada,M,48,28,Other,Other,Speeding,TRUE,Vehicle Search,Arrest,FALSE,0-15 Min,FALSE,RJ16YU5295
2020-01-03,12:30:00,USA,F,77,71,Other,Drunk Driving,Signal,FALSE,None,Ticket,FALSE,0-15 Min,TRUE,DL61QY2145
2020-01-03,12:31:00,Canada,F,18,62,Other,Drunk Driving,Seatbelt,TRUE,Frisk,Arrest,TRUE,30+ Min,TRUE,TN67OG4335
2020-01-03,12:32:00,Canada,F,40,76,Other,Signal Violation,Seatbelt,FALSE,Frisk,Arrest,TRUE,30+ Min,FALSE,MH57UF4827
2020-01-03,12:33:00,India,F,27,66,White,Speeding,Speeding,FALSE,Vehicle Search,Warning,TRUE,0-15 Min,FALSE,DL54PM7988
2020-01-03,12:34:00,Canada,M,39,24,Asian,Speeding,Seatbelt,TRUE,Vehicle Search,Arrest,TRUE,0-15 Min,TRUE,GJ34XU4772
2020-01-03,12:35:00,USA,M,19,24,Black,Seatbelt,Other,TRUE,Frisk,Arrest,TRUE,0-15 Min,FALSE,WB47BG2006
2020-01-03,12:36:00,Canada,M,71,72,White,Other,Seatbelt,TRUE,Frisk,Ticket,FALSE,0-15 Min,FALSE,WB96MP5209
2020-01-03,12:37:00,Canada,F,34,74,White,Drunk Driving,Speeding,FALSE,Frisk,Ticket,TRUE,30+ Min,FALSE,RJ69HU9608
2020-01-03,12:38:00,USA,M,70,68,Asian,Other,Signal,TRUE,Vehicle Search,Warning,TRUE,0-15 Min,FALSE,TN28ZX7113
2020-01-03,12:39:00,USA,F,23,73,Asian,Signal Violation,Seatbelt,TRUE,Frisk,Arrest,FALSE,30+ Min,TRUE,RJ13TU6288
2020-01-03,12:40:00,India,F,37,32,Black,Seatbelt,Speeding,TRUE,Vehicle Search,Warning,TRUE,16-30 Min,TRUE,KA28RP3346
2020-01-03,12:41:00,Canada,F,61,66,Other,Signal Violation,DUI,FALSE,Frisk,Warning,FALSE,30+ Min,TRUE,MH57VT6771
2020-01-03,12:42:00,India,F,74,44,Black,Other,Seatbelt,TRUE,None,Ticket,TRUE,0-15 Min,FALSE,MH66NA9188
2020-01-03,12:43:00,India,M,28,41,Asian,Seatbelt,DUI,TRUE,None,Ticket,FALSE,16-30 Min,FALSE,TN49EX6206
2020-01-03,12:44:00,USA,F,69,33,Other,Signal Violation,Signal,TRUE,None,Ticket,TRUE,16-30 Min,TRUE,MH66KE8775
2020-01-03,12:45:00,USA,F,43,38,Black,Drunk Driving,Seatbelt,FALSE,Frisk,Ticket,FALSE,0-15 Min,FALSE,MH69UY3005
2020-01-03,12:46:00,USA,F,19,47,Black,Drunk Driving,Signal,FALSE,None,Ticket,FALSE,0-15 Min,FALSE,UP75TB5459
2020-01-03,12:47:00,Canada,M,71,37,Other,Speeding,Speeding,TRUE,Frisk,Arrest,TRUE,16-30 Min,TRUE,UP52CA2555
2020-01-03,12:48:00,Canada,M,61,42,Black,Other,Signal,FALSE,Frisk,Ticket,FALSE,30+ Min,TRUE,KA63EC4719
2020-01-03,12:49:00,USA,F,55,45,Black,Drunk Driving,Seatbelt,FALSE,Frisk,Ticket,FALSE,30+ Min,FALSE,MH20XS2801
2020-01-03,12:50:00,India,M,74,36,Asian,Signal Violation,Seatbelt,TRUE,None,Ticket,TRUE,0-15 Min,FALSE,GJ16BK6287
2020-01-03,12:51:00,India,M,29,37,White,Seatbelt,Signal,FALSE,None,Arrest,FALSE,30+ Min,FALSE,GJ69HS1807
2020-01-03,12:52:00,India,M,57,67,Other,Seatbelt,Speeding,TRUE,Vehicle Search,Ticket,FALSE,30+ Min,TRUE,GJ66YO7134
2020-01-03,12:53:00,USA,F,30,21,Other,Drunk Driving,Signal,FALSE,None,Ticket,TRUE,16-30 Min,FALSE,WB25TG1161
2020-01-03,12:54:00,Canada,M,71,28,Hispanic,Other,Signal,FALSE,Frisk,Arrest,FALSE,16-30 Min,FALSE,GJ97DP1187
2020-01-03,12:55:00,India,M,23,20,White,Drunk Driving,Speeding,TRUE,None,Warning,TRUE,30+ Min,TRUE,MH46TV6393
2020-01-03,12:56:00,USA,M,37,71,Black,Other,Other,FALSE,None,Warning,FALSE,16-30 Min,TRUE,WB59ST5981
2020-01-03,12:57:00,India,F,72,40,White,Other,Other,TRUE,Frisk,Arrest,FALSE,30+ Min,TRUE,KA55KK5762
2020-01-03,12:58:00,India,F,61,41,Asian,Drunk Driving,Signal,TRUE,Frisk,Warning,FALSE,0-15 Min,TRUE,KA12GE9400
2020-01-03,12:59:00,Canada,F,35,73,Asian,Seatbelt,Speeding,TRUE,None,Warning,TRUE,16-30 Min,FALSE,DL51AC3652
2020-01-03,13:00:00,India,M,68,69,Black,Drunk Driving,Speeding,TRUE,Frisk,Ticket,FALSE,0-15 Min,FALSE,MH19AW5064
2020-01-03,13:01:00,Canada,M,55,34,Other,Speeding,DUI,TRUE,Vehicle Search,Arrest,FALSE,0-15 Min,FALSE,MH97OD4970
2020-01-03,13:02:00,USA,M,79,77,Other,Drunk Driving,Speeding,FALSE,None,Warning,FALSE,30+ Min,TRUE,DL40RG3535
2020-01-03,13:03:00,India,F,31,56,Black,Seatbelt,Signal,FALSE,Vehicle Search,Ticket,TRUE,16-30 Min,FALSE,RJ60GS7468
2020-01-03,13:04:00,USA,M,25,60,Hispanic,Speeding,Other,FALSE,Frisk,Arrest,FALSE,0-15 Min,FALSE,DL60IC9517
2020-01-03,13:05:00,India,F,60,57,White,Other,Seatbelt,TRUE,Vehicle Search,Arrest,FALSE,30+ Min,TRUE,RJ21BG4199
2020-01-03,13:06:00,USA,F,67,51,Black,Drunk Driving,Seatbelt,TRUE,None,Arrest,FALSE,0-15 Min,FALSE,GJ37PU4617
2020-01-03,13:07:00,USA,M,24,53,White,Other,Other,TRUE,Vehicle Search,Warning,FALSE,0-15 Min,TRUE,MH64NX6307
2020-01-03,13:08:00,India,M,39,56,Hispanic,Drunk Driving,Seatbelt,FALSE,Frisk,Ticket,TRUE,0-15 Min,FALSE,WB14EU5200
2020-01-03,13:09:00,Canada,F,44,45,Other,Drunk Driving,DUI,FALSE,None,Warning,FALSE,16-30 Min,TRUE,WB34BX1417
2020-01-03,13:10:00,USA,F,21,43,Asian,Seatbelt,Speeding,TRUE,Frisk,Ticket,TRUE,30+ Min,FALSE,WB21PV2279
2020-01-03,13:11:00,Canada,F,54,69,White,Other,Other,FALSE,Frisk,Warning,FALSE,0-15 Min,TRUE,MH29JT2390
2020-01-03,13:12:00,India,F,73,55,Black,Speeding,Seatbelt,TRUE,Frisk,Ticket,FALSE,16-30 Min,TRUE,TN38GW1151
2020-01-03,13:13:00,Canada,F,69,50,White,Signal Violation,DUI,FALSE,Frisk,Warning,FALSE,30+ Min,FALSE,GJ42ZR2926
2020-01-03,13:14:00,USA,M,47,24,Asian,Signal Violation,Seatbelt,FALSE,Vehicle Search,Warning,FALSE,30+ Min,FALSE,MH25HZ3804
2020-01-03,13:15:00,USA,F,56,27,White,Speeding,DUI,TRUE,Vehicle Search,Arrest,TRUE,30+ Min,TRUE,DL47MR1441
2020-01-03,13:16:00,India,F,70,74,Black,Seatbelt,Other,TRUE,None,Arrest,TRUE,0-15 Min,TRUE,RJ51EX5266
2020-01-03,13:17:00,India,M,65,52,Other,Signal Violation,Signal,FALSE,Frisk,Ticket,FALSE,16-30 Min,FALSE,DL98KU2978
2020-01-03,13:18:00,India,F,27,32,Asian,Other,Other,TRUE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,GJ68KE5798
2020-01-03,13:19:00,USA,M,35,51,Other,Speeding,Seatbelt,FALSE,Frisk,Ticket,FALSE,16-30 Min,TRUE,GJ36PB9441
2020-01-03,13:20:00,Canada,F,31,29,Other,Seatbelt,Speeding,TRUE,Frisk,Warning,TRUE,16-30 Min,TRUE,MH75DW5180
2020-01-03,13:21:00,India,M,26,22,Other,Seatbelt,Signal,FALSE,Frisk,Arrest,FALSE,0-15 Min,TRUE,GJ80XY5594
2020-01-03,13:22:00,Canada,F,31,21,Hispanic,Other,Speeding,FALSE,Frisk,Ticket,TRUE,30+ Min,TRUE,RJ55AT1864
2020-01-03,13:23:00,Canada,M,40,80,Hispanic,Signal Violation,Seatbelt,FALSE,Frisk,Arrest,FALSE,16-30 Min,TRUE,WB70BV3654
2020-01-03,13:24:00,Canada,M,26,65,Black,Signal Violation,Signal,TRUE,None,Warning,FALSE,16-30 Min,FALSE,TN12XT3331
2020-01-03,13:25:00,Canada,F,76,54,Black,Seatbelt,Other,FALSE,None,Ticket,TRUE,30+ Min,FALSE,TN31SF5450
2020-01-03,13:26:00,USA,F,67,68,Other,Drunk Driving,DUI,FALSE,None,Ticket,FALSE,16-30 Min,FALSE,GJ57JM3969
2020-01-03,13:27:00,India,M,47,77,Other,Signal Violation,Speeding,FALSE,Frisk,Arrest,FALSE,0-15 Min,TRUE,KA30UR3103
2020-01-03,13:28:00,USA,F,53,60,Other,Drunk Driving,DUI,FALSE,None,Warning,TRUE,0-15 Min,FALSE,UP95NN2464
2020-01-03,13:29:00,Canada,M,35,77,Hispanic,Drunk Driving,DUI,FALSE,Frisk,Arrest,FALSE,0-15 Min,TRUE,MH40WK3589
2020-01-03,13:30:00,USA,M,32,39,Hispanic,Drunk Driving,Other,FALSE,Frisk,Arrest,FALSE,16-30 Min,TRUE,WB21YS4406
2020-01-03,13:31:00,Canada,F,30,26,Other,Other,Signal,FALSE,Vehicle Search,Warning,TRUE,0-15 Min,TRUE,TN13VG6344
2020-01-03,13:32:00,USA,M,54,53,Other,Seatbelt,Seatbelt,FALSE,Frisk,Arrest,FALSE,30+ Min,TRUE,KA71TU3210
2020-01-03,13:33:00,India,F,35,57,Black,Seatbelt,Other,FALSE,None,Warning,FALSE,30+ Min,TRUE,UP92XZ9351
2020-01-03,13:34:00,India,M,77,69,Black,Other,Seatbelt,TRUE,Vehicle Search,Ticket,FALSE,16-30 Min,TRUE,RJ88EK7490
2020-01-03,13:35:00,India,M,74,27,Hispanic,Seatbelt,DUI,FALSE,Vehicle Search,Arrest,TRUE,0-15 Min,FALSE,WB50OM6677
2020-01-03,13:36:00,India,F,31,56,Hispanic,Signal Violation,Seatbelt,TRUE,None,Arrest,TRUE,30+ Min,FALSE,DL26CX3265
2020-01-03,13:37:00,USA,M,57,18,Black,Seatbelt,Other,FALSE,None,Warning,FALSE,30+ Min,TRUE,TN73ZM8481
2020-01-03,13:38:00,India,M,69,35,Asian,Other,Seatbelt,FALSE,Frisk,Arrest,TRUE,16-30 Min,FALSE,KA38JD5276
2020-01-03,13:39:00,USA,M,63,80,White,Seatbelt,DUI,FALSE,Vehicle Search,Arrest,TRUE,30+ Min,FALSE,UP42MY4481
2020-01-03,13:40:00,USA,F,23,35,Hispanic,Seatbelt,DUI,TRUE,Frisk,Warning,FALSE,30+ Min,TRUE,TN58BA8343
2020-01-03,13:41:00,Canada,F,50,71,Hispanic,Other,DUI,TRUE,Vehicle Search,Warning,FALSE,0-15 Min,FALSE,UP32NN5647
2020-01-03,13:42:00,USA,M,54,76,White,Other,DUI,TRUE,None,Ticket,TRUE,0-15 Min,FALSE,KA99VN4723
2020-01-03,13:43:00,USA,M,23,48,Hispanic,Signal Violation,Speeding,TRUE,Vehicle Search,Ticket,FALSE,30+ Min,TRUE,TN72UP5184
2020-01-03,13:44:00,Canada,F,72,55,Black,Signal Violation,Signal,FALSE,Frisk,Warning,TRUE,0-15 Min,TRUE,UP63CK5691
2020-01-03,13:45:00,India,M,22,36,Hispanic,Seatbelt,Seatbelt,TRUE,Frisk,Ticket,TRUE,16-30 Min,FALSE,DL76SF6842
2020-01-03,13:46:00,Canada,M,41,71,White,Other,Speeding,TRUE,Frisk,Arrest,FALSE,0-15 Min,TRUE,UP74PB7532
2020-01-03,13:47:00,USA,M,62,68,Other,Speeding,Signal,FALSE,Vehicle Search,Warning,FALSE,16-30 Min,FALSE,MH99HV2662
2020-01-03,13:48:00,Canada,F,53,73,Hispanic,Drunk Driving,DUI,FALSE,None,Ticket,TRUE,16-30 Min,FALSE,RJ66TG4140
2020-01-03,13:49:00,USA,F,74,18,Other,Seatbelt,Speeding,FALSE,Frisk,Warning,TRUE,16-30 Min,TRUE,UP89LC5254
2020-01-03,13:50:00,Canada,M,29,79,Black,Drunk Driving,Other,FALSE,Frisk,Ticket,TRUE,30+ Min,FALSE,RJ10MC1652
2020-01-03,13:51:00,Canada,M,58,35,Other,Speeding,Other,TRUE,None,Ticket,FALSE,0-15 Min,TRUE,WB27SF4656
2020-01-03,13:52:00,USA,F,57,37,Asian,Signal Violation,Signal,TRUE,Vehicle Search,Warning,TRUE,16-30 Min,TRUE,KA50YT6769
2020-01-03,13:53:00,USA,F,31,52,Other,Signal Violation,Speeding,TRUE,Vehicle Search,Ticket,FALSE,30+ Min,TRUE,WB52JF1159
2020-01-03,13:54:00,Canada,F,26,49,Hispanic,Signal Violation,Signal,TRUE,None,Ticket,FALSE,30+ Min,TRUE,RJ69IA3535
2020-01-03,13:55:00,India,M,62,63,White,Drunk Driving,Other,TRUE,None,Ticket,FALSE,0-15 Min,FALSE,TN79ID1040
2020-01-03,13:56:00,USA,M,62,78,Asian,Drunk Driving,DUI,FALSE,None,Ticket,FALSE,30+ Min,TRUE,UP90QF5937
2020-01-03,13:57:00,India,M,21,70,Other,Speeding,Seatbelt,FALSE,None,Warning,TRUE,16-30 Min,TRUE,DL86MQ7979
2020-01-03,13:58:00,USA,F,46,33,Black,Signal Violation,Seatbelt,TRUE,Vehicle Search,Ticket,FALSE,0-15 Min,FALSE,WB87AN1307
2020-01-03,13:59:00,Canada,M,76,23,Black,Seatbelt,DUI,FALSE,None,Warning,TRUE,30+ Min,TRUE,RJ14ZL7103
2020-01-03,14:00:00,Canada,M,41,44,Black,Speeding,Speeding,FALSE,None,Warning,FALSE,16-30 Min,FALSE,WB48FR3413
2020-01-03,14:01:00,Canada,F,71,74,White,Seatbelt,Speeding,TRUE,None,Arrest,FALSE,0-15 Min,FALSE,KA34UV8513
2020-01-03,14:02:00,Canada,F,70,78,White,Seatbelt,Seatbelt,TRUE,Vehicle Search,Warning,TRUE,16-30 Min,FALSE,RJ95UJ6027
2020-01-03,14:03:00,India,M,71,69,Other,Other,Speeding,TRUE,Vehicle Search,Arrest,FALSE,30+ Min,FALSE,MH43RU2560
2020-01-03,14:04:00,USA,M,71,79,Hispanic,Drunk Driving,Signal,TRUE,Vehicle Search,Ticket,FALSE,30+ Min,TRUE,KA50HS6909
2020-01-03,14:05:00,India,M,63,34,Asian,Seatbelt,DUI,FALSE,Frisk,Ticket,FALSE,0-15 Min,TRUE,TN21PJ2695
2020-01-03,14:06:00,USA,F,70,29,Black,Signal Violation,Other,TRUE,Vehicle Search,Arrest,TRUE,16-30 Min,TRUE,UP44LN1652
2020-01-03,14:07:00,USA,F,38,36,Black,Other,DUI,FALSE,None,Arrest,FALSE,0-15 Min,TRUE,MH99ZC8744
2020-01-03,14:08:00,USA,F,65,45,Other,Other,Other,TRUE,Frisk,Warning,TRUE,16-30 Min,FALSE,KA52IK7580
2020-01-03,14:09:00,USA,F,45,67,White,Signal Violation,Other,FALSE,None,Warning,TRUE,16-30 Min,TRUE,RJ13FC9492
